Umbrella,Sunscreen,Snowpants/long johns),Dress,T-Shirt (or any 1 layer item),Long shirt,Shorts/skirt,"Long pants (Jeans, sweatpants, etc)","Long breezy pants (thin loose pants, athletic pants, etc)",Thin sweater,Thick sweater,Windbreaker/raincoat,Winter coat,Weather,Temp,Result
0,0,0,0,0,1,0,0,1,1,0,0,0,1,22,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,1,23,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,1,24,TRUE
0,0,0,0,1,0,0,1,0,0,0,0,1,1,17,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,1,1,18,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,1,1,19,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,1,1,20,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,1,1,21,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,1,1,22,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,1,1,23,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,1,1,24,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,1,1,17,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,1,1,18,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,1,1,19,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,1,1,20,FALSE
0,1,0,0,1,0,1,0,0,0,0,0,0,1,21,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,1,22,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,1,23,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,1,24,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,1,17,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,1,18,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,1,19,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,1,20,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,1,21,FALSE
0,0,1,0,1,0,0,1,0,0,1,0,1,1,22,FALSE
0,0,1,0,1,0,0,0,1,0,0,0,1,1,23,FALSE
0,0,1,0,1,0,0,0,1,1,0,0,1,1,24,FALSE
0,0,1,0,1,0,0,0,1,0,1,0,1,1,17,FALSE
0,0,1,0,0,1,0,1,0,0,0,0,1,1,18,FALSE
0,0,1,0,0,1,0,1,0,1,0,0,1,1,19,FALSE
0,0,1,0,0,1,0,1,0,0,1,0,1,1,20,FALSE
0,0,1,0,0,1,0,0,1,0,0,0,1,1,21,FALSE
0,0,1,0,0,1,0,0,1,1,0,0,1,1,22,FALSE
0,0,1,0,0,1,0,0,1,0,1,0,1,1,23,FALSE
1,0,0,0,1,0,1,0,0,0,0,0,0,1,24,TRUE
1,0,0,0,1,0,1,0,0,1,0,0,0,1,17,TRUE
1,0,0,0,1,0,1,0,0,0,1,0,0,1,18,FALSE
1,0,0,0,1,0,1,0,0,0,0,1,0,1,19,TRUE
1,0,0,0,1,0,0,1,0,0,0,0,0,1,20,TRUE
1,0,0,0,1,0,0,1,0,1,0,0,0,1,21,TRUE
1,0,0,0,1,0,0,1,0,0,1,0,0,1,22,FALSE
1,0,0,0,1,0,0,1,0,0,0,1,0,1,23,TRUE
1,0,0,0,1,0,0,0,1,0,0,0,0,1,24,TRUE
1,0,0,0,1,0,0,0,1,1,0,0,0,1,17,TRUE
1,0,0,0,1,0,0,0,1,0,1,0,0,1,18,FALSE
1,0,0,0,1,0,0,0,1,0,0,1,0,1,19,TRUE
1,0,0,0,0,1,1,0,0,0,0,0,0,1,20,TRUE
1,0,0,0,0,1,1,0,0,1,0,0,0,1,21,TRUE
1,0,0,0,0,1,1,0,0,0,1,0,0,1,22,FALSE
1,0,0,0,0,1,1,0,0,0,0,1,0,1,23,TRUE
1,0,0,0,0,1,0,1,0,0,0,0,0,1,24,TRUE
1,0,0,0,0,1,0,1,0,1,0,0,0,1,17,TRUE
1,0,0,0,0,1,0,1,0,0,1,0,0,1,18,FALSE
1,0,0,0,0,1,0,1,0,0,0,1,0,1,19,TRUE
1,0,0,0,0,1,0,0,1,0,0,0,0,1,20,TRUE
1,0,0,0,0,1,0,0,1,1,0,0,0,1,21,TRUE
1,0,0,0,0,1,0,0,1,0,1,0,0,1,22,FALSE
1,0,0,0,0,1,0,0,1,0,0,1,0,1,23,TRUE
1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,TRUE
1,0,0,1,0,0,0,0,0,0,0,1,0,1,17,TRUE
1,0,0,1,0,0,0,0,0,0,1,0,0,1,18,FALSE
1,0,0,1,0,0,0,0,0,1,0,0,0,1,19,TRUE
0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,FALSE
0,0,0,1,0,0,0,0,0,0,0,1,0,1,21,FALSE
0,0,0,1,0,0,0,0,0,0,1,0,0,1,22,FALSE
0,0,0,1,0,0,0,0,0,1,0,0,0,1,23,FALSE
0,1,0,1,0,0,0,0,0,0,0,0,0,1,24,FALSE
0,1,0,1,0,0,0,0,0,0,0,1,0,1,20,FALSE
0,1,0,1,0,0,0,0,0,0,1,0,0,1,20,FALSE
0,1,0,1,0,0,0,0,0,1,0,0,0,1,20,FALSE
0,0,0,0,1,0,1,0,0,0,0,0,0,1,30,FALSE
0,0,0,0,1,0,1,0,0,1,0,0,0,1,25,FALSE
0,0,0,0,1,0,1,0,0,0,1,0,0,1,26,FALSE
0,0,0,0,1,0,1,0,0,0,0,1,0,1,27,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,0,1,28,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,0,1,29,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,0,1,30,FALSE
0,0,0,0,1,0,0,1,0,0,0,1,0,1,31,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,0,1,32,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,0,1,33,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,1,34,FALSE
0,0,0,0,1,0,0,0,1,0,0,1,0,1,30,FALSE
0,0,0,0,0,1,1,0,0,0,0,0,0,1,30,FALSE
0,0,0,0,0,1,1,0,0,1,0,0,0,1,25,FALSE
0,0,0,0,0,1,1,0,0,0,1,0,0,1,26,FALSE
0,0,0,0,0,1,1,0,0,0,0,1,0,1,27,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,0,1,28,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,0,1,29,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,0,1,30,FALSE
0,0,0,0,0,1,0,1,0,0,0,1,0,1,31,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,0,1,32,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,0,1,33,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,1,34,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,1,30,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,1,1,30,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,1,1,25,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,1,1,26,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,1,1,27,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,1,1,28,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,1,1,29,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,1,1,30,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,1,1,31,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,1,1,32,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,1,1,33,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,1,1,34,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,1,1,30,FALSE
0,1,0,0,1,0,1,0,0,0,0,0,0,1,30,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,1,25,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,1,26,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,1,27,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,1,28,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,1,29,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,1,30,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,1,31,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,1,32,FALSE
0,0,1,0,1,0,0,1,0,0,1,0,1,1,33,FALSE
0,0,1,0,1,0,0,0,1,0,0,0,1,1,34,FALSE
0,0,1,0,1,0,0,0,1,1,0,0,1,1,30,FALSE
0,0,1,0,1,0,0,0,1,0,1,0,1,1,30,FALSE
0,0,1,0,0,1,0,1,0,0,0,0,1,1,25,FALSE
0,0,1,0,0,1,0,1,0,1,0,0,1,1,26,FALSE
0,0,1,0,0,1,0,1,0,0,1,0,1,1,27,FALSE
0,0,1,0,0,1,0,0,1,0,0,0,1,1,28,FALSE
0,0,1,0,0,1,0,0,1,1,0,0,1,1,29,FALSE
0,0,1,0,0,1,0,0,1,0,1,0,1,1,30,FALSE
1,0,0,0,1,0,1,0,0,0,0,0,0,1,31,TRUE
1,0,0,0,1,0,1,0,0,1,0,0,0,1,32,FALSE
1,0,0,0,1,0,1,0,0,0,1,0,0,1,33,FALSE
1,0,0,0,1,0,1,0,0,0,0,1,0,1,34,FALSE
1,0,0,0,1,0,0,1,0,0,0,0,0,1,30,FALSE
1,0,0,0,1,0,0,1,0,1,0,0,0,1,30,FALSE
1,0,0,0,1,0,0,1,0,0,1,0,0,1,25,FALSE
1,0,0,0,1,0,0,1,0,0,0,1,0,1,26,FALSE
1,0,0,0,1,0,0,0,1,0,0,0,0,1,27,FALSE
1,0,0,0,1,0,0,0,1,1,0,0,0,1,28,FALSE
1,0,0,0,1,0,0,0,1,0,1,0,0,1,29,FALSE
1,0,0,0,1,0,0,0,1,0,0,1,0,1,30,FALSE
1,0,0,0,0,1,1,0,0,0,0,0,0,1,31,FALSE
1,0,0,0,0,1,1,0,0,1,0,0,0,1,32,FALSE
1,0,0,0,0,1,1,0,0,0,1,0,0,1,33,FALSE
1,0,0,0,0,1,1,0,0,0,0,1,0,1,34,FALSE
1,0,0,0,0,1,0,1,0,0,0,0,0,1,30,FALSE
1,0,0,0,0,1,0,1,0,1,0,0,0,1,30,FALSE
1,0,0,0,0,1,0,1,0,0,1,0,0,1,25,FALSE
1,0,0,0,0,1,0,1,0,0,0,1,0,1,26,FALSE
1,0,0,0,0,1,0,0,1,0,0,0,0,1,27,FALSE
1,0,0,0,0,1,0,0,1,1,0,0,0,1,28,FALSE
1,0,0,0,0,1,0,0,1,0,1,0,0,1,29,FALSE
1,0,0,0,0,1,0,0,1,0,0,1,0,1,30,FALSE
1,0,0,1,0,0,0,0,0,0,0,0,0,1,31,TRUE
1,0,0,1,0,0,0,0,0,0,0,1,0,1,32,FALSE
1,0,0,1,0,0,0,0,0,0,1,0,0,1,33,FALSE
1,0,0,1,0,0,0,0,0,1,0,0,0,1,34,FALSE
0,0,0,1,0,0,0,0,0,0,0,0,0,1,30,FALSE
0,0,0,1,0,0,0,0,0,0,0,1,0,1,30,FALSE
0,0,0,1,0,0,0,0,0,0,1,0,0,1,30,FALSE
0,0,0,1,0,0,0,0,0,1,0,0,0,1,30,FALSE
0,1,0,1,0,0,0,0,0,0,0,0,0,1,30,FALSE
0,1,0,1,0,0,0,0,0,0,0,1,0,1,30,FALSE
0,1,0,1,0,0,0,0,0,0,1,0,0,1,30,FALSE
0,1,0,1,0,0,0,0,0,1,0,0,0,1,30,FALSE
0,0,0,0,1,0,1,0,0,0,0,0,0,2,-20,FALSE
0,0,0,0,1,0,1,0,0,1,0,0,0,2,-19,FALSE
0,0,0,0,1,0,1,0,0,0,1,0,0,2,-18,FALSE
0,0,0,0,1,0,1,0,0,0,0,1,0,2,-17,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,0,2,-16,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,0,2,-15,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,0,2,-14,FALSE
0,0,0,0,1,0,0,1,0,0,0,1,0,2,-13,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,0,2,-20,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,0,2,-19,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,2,-18,FALSE
0,0,0,0,1,0,0,0,1,0,0,1,0,2,-17,FALSE
0,0,0,0,0,1,1,0,0,0,0,0,0,2,-16,FALSE
0,0,0,0,0,1,1,0,0,1,0,0,0,2,-15,FALSE
0,0,0,0,0,1,1,0,0,0,1,0,0,2,-14,FALSE
0,0,0,0,0,1,1,0,0,0,0,1,0,2,-13,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,0,2,-20,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,0,2,-19,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,0,2,-18,FALSE
0,0,0,0,0,1,0,1,0,0,0,1,0,2,-17,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,0,2,-16,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,0,2,-15,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,2,-14,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,2,-13,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,1,2,-20,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,1,2,-19,TRUE
0,0,0,0,1,0,0,1,0,0,1,0,1,2,-18,TRUE
0,0,0,0,1,0,0,0,1,0,0,0,1,2,-17,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,1,2,-16,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,1,2,-15,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,1,2,-14,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,1,2,-13,TRUE
0,0,0,0,0,1,0,1,0,0,1,0,1,2,-20,TRUE
0,0,0,0,0,1,0,0,1,0,0,0,1,2,-19,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,1,2,-18,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,1,2,-17,FALSE
0,1,0,0,1,0,1,0,0,0,0,0,0,2,-16,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,2,-15,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,2,-14,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,2,-13,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,2,-20,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,2,-19,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,2,-18,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,2,-17,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,2,-16,TRUE
0,0,1,0,1,0,0,1,0,0,1,0,1,2,-15,TRUE
0,0,1,0,1,0,0,0,1,0,0,0,1,2,-14,FALSE
0,0,1,0,1,0,0,0,1,1,0,0,1,2,-13,FALSE
0,0,1,0,1,0,0,0,1,0,1,0,1,2,-20,FALSE
0,0,1,0,0,1,0,1,0,0,0,0,1,2,-19,FALSE
0,0,1,0,0,1,0,1,0,1,0,0,1,2,-18,TRUE
0,0,1,0,0,1,0,1,0,0,1,0,1,2,-17,TRUE
0,0,1,0,0,1,0,0,1,0,0,0,1,2,-16,FALSE
0,0,1,0,0,1,0,0,1,1,0,0,1,2,-15,FALSE
0,0,1,0,0,1,0,0,1,0,1,0,1,2,-14,FALSE
1,0,0,0,1,0,1,0,0,0,0,0,0,2,-13,FALSE
1,0,0,0,1,0,1,0,0,1,0,0,0,2,-20,FALSE
1,0,0,0,1,0,1,0,0,0,1,0,0,2,-19,FALSE
1,0,0,0,1,0,1,0,0,0,0,1,0,2,-18,FALSE
1,0,0,0,1,0,0,1,0,0,0,0,0,2,-17,FALSE
1,0,0,0,1,0,0,1,0,1,0,0,0,2,-16,FALSE
1,0,0,0,1,0,0,1,0,0,1,0,0,2,-15,FALSE
1,0,0,0,1,0,0,1,0,0,0,1,0,2,-14,FALSE
1,0,0,0,1,0,0,0,1,0,0,0,0,2,-13,FALSE
1,0,0,0,1,0,0,0,1,1,0,0,0,2,-20,FALSE
1,0,0,0,1,0,0,0,1,0,1,0,0,2,-19,FALSE
1,0,0,0,1,0,0,0,1,0,0,1,0,2,-18,FALSE
1,0,0,0,0,1,1,0,0,0,0,0,0,2,-17,FALSE
1,0,0,0,0,1,1,0,0,1,0,0,0,2,-16,FALSE
1,0,0,0,0,1,1,0,0,0,1,0,0,2,-15,FALSE
1,0,0,0,0,1,1,0,0,0,0,1,0,2,-14,FALSE
1,0,0,0,0,1,0,1,0,0,0,0,0,2,-13,FALSE
1,0,0,0,0,1,0,1,0,1,0,0,0,2,-20,FALSE
1,0,0,0,0,1,0,1,0,0,1,0,0,2,-19,FALSE
1,0,0,0,0,1,0,1,0,0,0,1,0,2,-18,FALSE
1,0,0,0,0,1,0,0,1,0,0,0,0,2,-17,FALSE
1,0,0,0,0,1,0,0,1,1,0,0,0,2,-16,FALSE
1,0,0,0,0,1,0,0,1,0,1,0,0,2,-15,FALSE
1,0,0,0,0,1,0,0,1,0,0,1,0,2,-14,FALSE
1,0,0,1,0,0,0,0,0,0,0,0,0,2,-13,FALSE
1,0,0,1,0,0,0,0,0,0,0,1,0,2,-20,FALSE
1,0,0,1,0,0,0,0,0,0,1,0,0,2,-19,FALSE
1,0,0,1,0,0,0,0,0,1,0,0,0,2,-18,FALSE
0,0,0,1,0,0,0,0,0,0,0,0,0,2,-17,FALSE
0,0,0,1,0,0,0,0,0,0,0,1,0,2,-16,FALSE
0,0,0,1,0,0,0,0,0,0,1,0,0,2,-15,FALSE
0,0,0,1,0,0,0,0,0,1,0,0,0,2,-14,FALSE
0,1,0,1,0,0,0,0,0,0,0,0,0,2,-13,FALSE
0,1,0,1,0,0,0,0,0,0,0,1,0,2,-20,FALSE
0,1,0,1,0,0,0,0,0,0,1,0,0,2,-20,FALSE
0,1,0,1,0,0,0,0,0,1,0,0,0,2,-20,FALSE
0,0,0,0,1,0,1,0,0,0,0,0,0,2,-10,FALSE
0,0,0,0,1,0,1,0,0,1,0,0,0,2,-9,FALSE
0,0,0,0,1,0,1,0,0,0,1,0,0,2,-8,FALSE
0,0,0,0,1,0,1,0,0,0,0,1,0,2,-7,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,0,2,-6,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,0,2,-5,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,0,2,-4,FALSE
0,0,0,0,1,0,0,1,0,0,0,1,0,2,-3,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,0,2,-9,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,0,2,-8,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,2,-7,FALSE
0,0,0,0,1,0,0,0,1,0,0,1,0,2,-6,FALSE
0,0,0,0,0,1,1,0,0,0,0,0,0,2,-5,FALSE
0,0,0,0,0,1,1,0,0,1,0,0,0,2,-4,FALSE
0,0,0,0,0,1,1,0,0,0,1,0,0,2,-3,FALSE
0,0,0,0,0,1,1,0,0,0,0,1,0,2,-9,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,0,2,-8,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,0,2,-7,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,0,2,-6,FALSE
0,0,0,0,0,1,0,1,0,0,0,1,0,2,-5,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,0,2,-4,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,0,2,-3,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,2,-9,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,2,-8,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,1,2,-7,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,1,2,-6,TRUE
0,0,0,0,1,0,0,1,0,0,1,0,1,2,-5,TRUE
0,0,0,0,1,0,0,0,1,0,0,0,1,2,-4,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,1,2,-3,TRUE
0,0,0,0,1,0,0,0,1,0,1,0,1,2,-9,TRUE
0,0,0,0,0,1,0,1,0,0,0,0,1,2,-8,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,1,2,-7,TRUE
0,0,0,0,0,1,0,1,0,0,1,0,1,2,-6,TRUE
0,0,0,0,0,1,0,0,1,0,0,0,1,2,-5,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,1,2,-4,TRUE
0,0,0,0,0,1,0,0,1,0,1,0,1,2,-3,TRUE
0,1,0,0,1,0,1,0,0,0,0,0,0,2,-9,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,2,-8,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,2,-7,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,2,-6,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,2,-5,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,2,-4,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,2,-3,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,2,-9,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,2,-8,FALSE
0,0,1,0,1,0,0,1,0,0,1,0,1,2,-7,FALSE
0,0,1,0,1,0,0,0,1,0,0,0,1,2,-6,FALSE
0,0,1,0,1,0,0,0,1,1,0,0,1,2,-5,FALSE
0,0,1,0,1,0,0,0,1,0,1,0,1,2,-4,FALSE
0,0,1,0,0,1,0,1,0,0,0,0,1,2,-3,FALSE
0,0,1,0,0,1,0,1,0,1,0,0,1,2,-9,FALSE
0,0,1,0,0,1,0,1,0,0,1,0,1,2,-8,FALSE
0,0,1,0,0,1,0,0,1,0,0,0,1,2,-7,FALSE
0,0,1,0,0,1,0,0,1,1,0,0,1,2,-6,FALSE
0,0,1,0,0,1,0,0,1,0,1,0,1,2,-5,FALSE
1,0,0,0,1,0,1,0,0,0,0,0,0,2,-4,FALSE
1,0,0,0,1,0,1,0,0,1,0,0,0,2,-3,FALSE
1,0,0,0,1,0,1,0,0,0,1,0,0,2,-9,FALSE
1,0,0,0,1,0,1,0,0,0,0,1,0,2,-8,FALSE
1,0,0,0,1,0,0,1,0,0,0,0,0,2,-7,FALSE
1,0,0,0,1,0,0,1,0,1,0,0,0,2,-6,FALSE
1,0,0,0,1,0,0,1,0,0,1,0,0,2,-5,FALSE
1,0,0,0,1,0,0,1,0,0,0,1,0,2,-4,FALSE
1,0,0,0,1,0,0,0,1,0,0,0,0,2,-3,FALSE
1,0,0,0,1,0,0,0,1,1,0,0,0,2,-9,FALSE
1,0,0,0,1,0,0,0,1,0,1,0,0,2,-8,FALSE
1,0,0,0,1,0,0,0,1,0,0,1,0,2,-7,FALSE
1,0,0,0,0,1,1,0,0,0,0,0,0,2,-6,FALSE
1,0,0,0,0,1,1,0,0,1,0,0,0,2,-5,FALSE
1,0,0,0,0,1,1,0,0,0,1,0,0,2,-4,FALSE
1,0,0,0,0,1,1,0,0,0,0,1,0,2,-3,FALSE
1,0,0,0,0,1,0,1,0,0,0,0,0,2,-9,FALSE
1,0,0,0,0,1,0,1,0,1,0,0,0,2,-8,FALSE
1,0,0,0,0,1,0,1,0,0,1,0,0,2,-7,FALSE
1,0,0,0,0,1,0,1,0,0,0,1,0,2,-6,FALSE
1,0,0,0,0,1,0,0,1,0,0,0,0,2,-5,FALSE
1,0,0,0,0,1,0,0,1,1,0,0,0,2,-4,FALSE
1,0,0,0,0,1,0,0,1,0,1,0,0,2,-3,FALSE
1,0,0,0,0,1,0,0,1,0,0,1,0,2,-9,FALSE
1,0,0,1,0,0,0,0,0,0,0,0,0,2,-8,FALSE
1,0,0,1,0,0,0,0,0,0,0,1,0,2,-7,FALSE
1,0,0,1,0,0,0,0,0,0,1,0,0,2,-6,FALSE
1,0,0,1,0,0,0,0,0,1,0,0,0,2,-5,FALSE
0,0,0,1,0,0,0,0,0,0,0,0,0,2,-4,FALSE
0,0,0,1,0,0,0,0,0,0,0,1,0,2,-3,FALSE
0,0,0,1,0,0,0,0,0,0,1,0,0,2,-10,FALSE
0,0,0,1,0,0,0,0,0,1,0,0,0,2,-11,FALSE
0,1,0,1,0,0,0,0,0,0,0,0,0,2,-12,FALSE
0,1,0,1,0,0,0,0,0,0,0,1,0,2,-13,FALSE
0,1,0,1,0,0,0,0,0,0,1,0,0,2,-10,FALSE
0,1,0,1,0,0,0,0,0,1,0,0,0,2,-10,FALSE
0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,FALSE
0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,FALSE
0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,FALSE
0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,FALSE
0,0,0,0,1,0,0,1,0,1,0,0,0,2,2,FALSE
0,0,0,0,1,0,0,1,0,0,1,0,0,2,3,FALSE
0,0,0,0,1,0,0,1,0,0,0,1,0,2,3,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,FALSE
0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,FALSE
0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,FALSE
0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,FALSE
0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,FALSE
0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,FALSE
0,0,0,0,0,1,1,0,0,0,1,0,0,2,3,FALSE
0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,FALSE
0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,FALSE
0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,FALSE
0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,FALSE
0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,FALSE
0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,FALSE
0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,FALSE
0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,TRUE
0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,TRUE
0,0,0,0,1,0,0,1,0,0,1,0,1,2,2,FALSE
0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,TRUE
0,0,0,0,1,0,0,0,1,1,0,0,1,2,3,TRUE
0,0,0,0,1,0,0,0,1,0,1,0,1,2,2,FALSE
0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,TRUE
0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,TRUE
0,0,0,0,0,1,0,1,0,0,1,0,1,2,1,FALSE
0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,TRUE
0,0,0,0,0,1,0,0,1,1,0,0,1,2,3,TRUE
0,0,0,0,0,1,0,0,1,0,1,0,1,2,3,FALSE
0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,FALSE
0,1,0,0,1,0,1,0,0,1,0,0,0,2,1,FALSE
0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,FALSE
0,1,0,0,1,0,1,0,0,0,0,1,0,2,1,FALSE
0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,FALSE
0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,FALSE
0,1,0,0,0,1,1,0,0,0,0,0,0,2,-3,FALSE
0,0,1,0,1,0,0,1,0,0,0,0,1,2,-1,FALSE
0,0,1,0,1,0,0,1,0,1,0,0,1,2,-2,FALSE
0,0,1,0,1,0,0,1,0,0,1,0,1,2,0,FALSE
0,0,1,0,1,0,0,0,1,0,0,0,1,2,1,FALSE
